state,city,drug_name,specialty_description,drug_claim_count,drug_supply_count,drug_cost,latitude,longitude,name
NC,CHARLOTTE,ZOSTAVAX,Internal Medicine,11493,29954,2254524.23,35.759572999999996,-79.0193,North Carolina
NC,WINSTON SALEM,ENBREL,Rheumatology,657,21048,1929915.13,35.759572999999996,-79.0193,North Carolina
NC,WILMINGTON,REVLIMID,Hematology/Oncology,208,5112,1753839.91,35.759572999999996,-79.0193,North Carolina
NC,WINSTON-SALEM,GAMMAGARD LIQUID,Neurology,137,3726,1682134.25,35.759572999999996,-79.0193,North Carolina
NC,RALEIGH,CRESTOR,Internal Medicine,5034,227754,1343532.36,35.759572999999996,-79.0193,North Carolina
NC,GREENSBORO,ENBREL,Rheumatology,367,12234,1177017.29,35.759572999999996,-79.0193,North Carolina
NC,STATESVILLE,SOVALDI,Gastroenterology,40,1120,1140041.29,35.759572999999996,-79.0193,North Carolina
NC,PINEHURST,REVLIMID,Hematology/Oncology,116,2863,1122998.9,35.759572999999996,-79.0193,North Carolina
NC,MATTHEWS,LETAIRIS,Pulmonary Disease,157,4710,1122760.85,35.759572999999996,-79.0193,North Carolina
NC,ASHEVILLE,HUMIRA,Rheumatology,281,9284,1077574.03,35.759572999999996,-79.0193,North Carolina
NC,FAYETTEVILLE,REVLIMID,Hematology/Oncology,95,2366,1020182.53,35.759572999999996,-79.0193,North Carolina
NC,ROCKY MOUNT,SOVALDI,Gastroenterology,30,840,862796.78,35.759572999999996,-79.0193,North Carolina
NC,WILSON,TRACLEER,Pulmonary Disease,99,2970,760152.29,35.759572999999996,-79.0193,North Carolina
NC,GASTONIA,REVLIMID,Medical Oncology,61,1652,730996.96,35.759572999999996,-79.0193,North Carolina
NC,CONCORD,REVLIMID,Hematology/Oncology,56,1372,704551.77,35.759572999999996,-79.0193,North Carolina
NC,BOONE,REVLIMID,Medical Oncology,64,1449,679909.39,35.759572999999996,-79.0193,North Carolina
NC,N WILKESBORO,REVLIMID,Medical Oncology,60,1666,677115.25,35.759572999999996,-79.0193,North Carolina
NC,HICKORY,NEXIUM,Family Practice,2057,75968,669900.39,35.759572999999996,-79.0193,North Carolina
NC,HIGH POINT,REVLIMID,Hematology/Oncology,76,1848,629416.41,35.759572999999996,-79.0193,North Carolina
NC,MOORESVILLE,REVLIMID,Hematology/Oncology,61,1610,586912.54,35.759572999999996,-79.0193,North Carolina
NC,NEW BERN,ZYTIGA,Hematology/Oncology,79,2366,568362.38,35.759572999999996,-79.0193,North Carolina
NC,GOLDSBORO,GLEEVEC,Hematology/Oncology,52,1759,564217.99,35.759572999999996,-79.0193,North Carolina
NC,KINSTON,NEXIUM,Internal Medicine,1567,56193,518907.86,35.759572999999996,-79.0193,North Carolina
NC,HUNTERSVILLE,REVLIMID,Hematology/Oncology,44,1232,503020.44,35.759572999999996,-79.0193,North Carolina
NC,EDEN,GLEEVEC,Hematology/Oncology,64,1920,487802.12,35.759572999999996,-79.0193,North Carolina
NC,WEST END,ENBREL,Rheumatology,162,5106,481807.18,35.759572999999996,-79.0193,North Carolina
NC,STAR,COPAXONE,Neurology,80,2872,476244.31,35.759572999999996,-79.0193,North Carolina
NC,KERNERSVILLE,IMBRUVICA,Medical Oncology,49,1468,412505.66,35.759572999999996,-79.0193,North Carolina
NC,ASHEBORO,XTANDI,Hematology/Oncology,45,1350,371330.31,35.759572999999996,-79.0193,North Carolina
NC,CARY,XARELTO,Cardiology,875,36436,342105.66,35.759572999999996,-79.0193,North Carolina
NC,ARCHDALE,FORTEO,Nurse Practitioner,157,5756,319735.51,35.759572999999996,-79.0193,North Carolina
NC,CLYDE,ENBREL,Rheumatology,97,3341,318737.9,35.759572999999996,-79.0193,North Carolina
NC,SHELBY,NEXIUM,Family Practice,949,37638,305466.63,35.759572999999996,-79.0193,North Carolina
NC,SOUTHERN PINES,PREDNISOLONE ACETATE,Ophthalmology,4477,110307,272979.67,35.759572999999996,-79.0193,North Carolina
NC,ROANOKE RAPIDS,SENSIPAR,Nephrology,238,8332,266970.74,35.759572999999996,-79.0193,North Carolina
NC,REIDSVILLE,REVLIMID,Physician Assistant,29,812,265071.55,35.759572999999996,-79.0193,North Carolina
NC,LENOIR,NEXIUM,Family Practice,742,31320,260237.97,35.759572999999996,-79.0193,North Carolina
NC,ELKIN,NEXIUM,Internal Medicine,876,26614,259538.53,35.759572999999996,-79.0193,North Carolina
NC,HAVELOCK,HUMIRA,Rheumatology,69,2166,256135.61,35.759572999999996,-79.0193,North Carolina
NC,SYLVA,NEXIUM,Internal Medicine,750,28418,241045.85,35.759572999999996,-79.0193,North Carolina
NC,VALDESE,ZYTIGA,Internal Medicine,33,990,239607.7,35.759572999999996,-79.0193,North Carolina
NC,MORGANTON,NEXIUM,Family Practice,740,24796,237249.36,35.759572999999996,-79.0193,North Carolina
NC,LAURINBURG,REVLIMID,Hematology/Oncology,20,525,235995.44,35.759572999999996,-79.0193,North Carolina
NC,SMITHFIELD,CRESTOR,Family Practice,1007,38750,234877.07,35.759572999999996,-79.0193,North Carolina
NC,NORTH WILKESBORO,NEXIUM,Internal Medicine,643,26069,233921.65,35.759572999999996,-79.0193,North Carolina
NC,WHITEVILLE,NEXIUM,Internal Medicine,802,27364,232152.08,35.759572999999996,-79.0193,North Carolina
NC,LINCOLNTON,SPIRIVA,Internal Medicine,652,23440,229739.33,35.759572999999996,-79.0193,North Carolina
NC,ALBEMARLE,CRESTOR,Family Practice,1065,37547,228162.29,35.759572999999996,-79.0193,North Carolina
NC,JEFFERSON,NEXIUM,Family Practice,640,24925,218951.25,35.759572999999996,-79.0193,North Carolina
NC,DELCO,ENBREL,Rheumatology,65,2238,210756.03,35.759572999999996,-79.0193,North Carolina
NC,WHITSETT,ZYTIGA,Nurse Practitioner,29,870,206198,35.759572999999996,-79.0193,North Carolina
NC,KANNAPOLIS,CRESTOR,Internal Medicine,950,34337,203095.37,35.759572999999996,-79.0193,North Carolina
NC,KING,SPIRIVA,Family Practice,577,19710,192624.21,35.759572999999996,-79.0193,North Carolina
NC,FARMVILLE,NEXIUM,Internal Medicine,625,20683,190760.88,35.759572999999996,-79.0193,North Carolina
NC,SANFORD,ENBREL,Internal Medicine,66,1962,189632.3,35.759572999999996,-79.0193,North Carolina
NC,CONOVER,NAMENDA,Family Practice,901,18085,188443.65,35.759572999999996,-79.0193,North Carolina
NC,BELMONT,LANTUS SOLOSTAR,Family Practice,403,16225,188197.88,35.759572999999996,-79.0193,North Carolina
NC,MOREHEAD CITY,NEXIUM,Family Practice,542,21797,186797.9,35.759572999999996,-79.0193,North Carolina
NC,ELIZABETH CITY,RENVELA,Nephrology,173,5457,186088.63,35.759572999999996,-79.0193,North Carolina
NC,MOUNT AIRY,NEXIUM,Family Practice,563,20651,186001.69,35.759572999999996,-79.0193,North Carolina
NC,YADKINVILLE,NEXIUM,Family Practice,554,19351,183504.56,35.759572999999996,-79.0193,North Carolina
NC,WAYNESVILLE,NEXIUM,Family Practice,547,19671,183271.53,35.759572999999996,-79.0193,North Carolina
NC,WAKE FOREST,CRESTOR,Family Practice,638,29115,174599.2,35.759572999999996,-79.0193,North Carolina
NC,SPRING LAKE,LANTUS SOLOSTAR,Internal Medicine,307,14609,174295.84,35.759572999999996,-79.0193,North Carolina
NC,BREVARD,NEXIUM,Family Practice,401,19770,172243.55,35.759572999999996,-79.0193,North Carolina
NC,SHALLOTTE,SPIRIVA,Pulmonary Disease,462,18030,171739.82,35.759572999999996,-79.0193,North Carolina
NC,MOUNT OLIVE,NEXIUM,Family Practice,560,19587,171684.23,35.759572999999996,-79.0193,North Carolina
NC,POLLOCKSVILLE,SPIRIVA,Pulmonary Disease,445,18150,171275.69,35.759572999999996,-79.0193,North Carolina
NC,ARDEN,NEXIUM,Family Practice,399,19202,170627.3,35.759572999999996,-79.0193,North Carolina
NC,SNOW HILL,NAMENDA,Family Practice,1104,15069,158412.65,35.759572999999996,-79.0193,North Carolina
NC,GARNER,CRESTOR,Family Practice,610,26138,157066.9,35.759572999999996,-79.0193,North Carolina
NC,BURGAW,NAMENDA,Internal Medicine,736,14473,153836.96,35.759572999999996,-79.0193,North Carolina
NC,WILLIAMSTON,NEXIUM,Internal Medicine,530,16734,151399.8,35.759572999999996,-79.0193,North Carolina
NC,TABOR CITY,CRESTOR,Family Practice,529,24735,146748.95,35.759572999999996,-79.0193,North Carolina
NC,FOREST CITY,ADVAIR DISKUS,Pulmonary Disease,408,15689,146602.59,35.759572999999996,-79.0193,North Carolina
NC,POWELLSVILLE,EXELON,Family Practice,410,11905,146203.36,35.759572999999996,-79.0193,North Carolina
NC,MURPHY,SPIRIVA,Internal Medicine,342,15266,144778.19,35.759572999999996,-79.0193,North Carolina
NC,TARBORO,LANTUS SOLOSTAR,Internal Medicine,358,15689,143730.14,35.759572999999996,-79.0193,North Carolina
NC,RAEFORD,CRESTOR,Family Practice,680,23377,141061.78,35.759572999999996,-79.0193,North Carolina
NC,BENSON,NEXIUM,Internal Medicine,426,14404,138582.34,35.759572999999996,-79.0193,North Carolina
NC,CORNELIUS,CRESTOR,Family Practice,403,22918,134856.61,35.759572999999996,-79.0193,North Carolina
NC,ADVANCE,TASMAR,Neurology,15,705,132711.53,35.759572999999996,-79.0193,North Carolina
NC,RUTHERFORD COLLEGE,NEXIUM,Family Practice,349,12570,129443.78,35.759572999999996,-79.0193,North Carolina
NC,JONESVILLE,NEXIUM,Family Practice,358,12366,127902.32,35.759572999999996,-79.0193,North Carolina
NC,MT AIRY,NEXIUM,Family Practice,388,14755,125469.49,35.759572999999996,-79.0193,North Carolina
NC,DUNN,NIFEDIPINE,Internal Medicine,159,4755,123960.48,35.759572999999996,-79.0193,North Carolina
NC,DAVIDSON,NEXIUM,Gastroenterology,237,10470,119940.98,35.759572999999996,-79.0193,North Carolina
NC,KNIGHTDALE,PROLASTIN C,Family Practice,14,392,115732.43,35.759572999999996,-79.0193,North Carolina
NC,ERWIN,NAMENDA,Internal Medicine,593,11017,115578.59,35.759572999999996,-79.0193,North Carolina
NC,CREEDMOOR,NEXIUM,Family Practice,304,12564,115047.59,35.759572999999996,-79.0193,North Carolina
NC,WENDELL,CRESTOR,Family Practice,475,18570,114327.7,35.759572999999996,-79.0193,North Carolina
NC,SPRING HOPE,CRESTOR,Family Practice,507,17930,110166.1,35.759572999999996,-79.0193,North Carolina
NC,ANDREWS,SPIRIVA,Internal Medicine,307,10980,108898.27,35.759572999999996,-79.0193,North Carolina
NC,CLEMMONS,OPANA ER,Physician Assistant,134,4207,107212.67,35.759572999999996,-79.0193,North Carolina
NC,HAMLET,NEXIUM,Family Practice,307,11986,105826.84,35.759572999999996,-79.0193,North Carolina
NC,LOUISBURG,SPIRIVA,Internal Medicine,309,10590,102086.17,35.759572999999996,-79.0193,North Carolina
NC,KINGS MOUNTAIN,CRESTOR,Internal Medicine,427,16486,101584.9,35.759572999999996,-79.0193,North Carolina
NC,RED SPRINGS,NAMENDA,Family Practice,348,9430,98968.57,35.759572999999996,-79.0193,North Carolina
NC,SOUTHPORT,CRESTOR,Family Practice,297,16846,98898.09,35.759572999999996,-79.0193,North Carolina
NC,AYDEN,NEXIUM,Family Practice,388,11879,98782.07,35.759572999999996,-79.0193,North Carolina
NC,FLETCHER,VOTRIENT,Medical Oncology,12,360,98356.71,35.759572999999996,-79.0193,North Carolina
NC,CHARLOTE,SANDOSTATIN LAR,Hematology/Oncology,11,283,96353.61,35.759572999999996,-79.0193,North Carolina
NC,HILDEBRAN,NEXIUM,Family Practice,303,11323,94451.21,35.759572999999996,-79.0193,North Carolina
NC,LILLINGTON,OXYCODONE-ACETAMINOPHEN,Physician Assistant,1102,32400,93526.48,35.759572999999996,-79.0193,North Carolina
NC,NEBO,NEXIUM,Family Practice,288,11055,91866.69,35.759572999999996,-79.0193,North Carolina
NC,MARS HILL,NEXIUM,Family Practice,278,10023,90419.24,35.759572999999996,-79.0193,North Carolina
NC,GLEN ALPINE,NEXIUM,Family Practice,232,10304,88963.44,35.759572999999996,-79.0193,North Carolina
NC,MEBANE,NEXIUM,Family Practice,240,10983,88725.92,35.759572999999996,-79.0193,North Carolina
NC,WALLACE,CRESTOR,Family Practice,361,14720,88598.99,35.759572999999996,-79.0193,North Carolina
NC,HIGH PIONT,ZYTIGA,Hematology/Oncology,12,360,87673.69,35.759572999999996,-79.0193,North Carolina
NC,ROCKINGHAM,NEXIUM,Internal Medicine,298,10720,86472.15,35.759572999999996,-79.0193,North Carolina
NC,AULANDER,CRESTOR,Internal Medicine,401,13879,86249.67,35.759572999999996,-79.0193,North Carolina
NC,WEAVERVILLE,NEXIUM,Family Practice,239,9915,86043.42,35.759572999999996,-79.0193,North Carolina
NC,ELON,NEXIUM,Family Practice,247,8767,85023.42,35.759572999999996,-79.0193,North Carolina
NC,YOUNGSVILLE,ENBREL,Dermatology,14,552,83198.85,35.759572999999996,-79.0193,North Carolina
NC,EDENTON,CRESTOR,Internal Medicine,303,13806,83100.15,35.759572999999996,-79.0193,North Carolina
NC,ELLERBE,CRESTOR,Family Practice,348,13627,82494.15,35.759572999999996,-79.0193,North Carolina
NC,BELHAVEN,CRESTOR,Family Practice,275,13831,81663.54,35.759572999999996,-79.0193,North Carolina
NC,MOCKSVILLE,CRESTOR,Family Practice,325,13433,80144.07,35.759572999999996,-79.0193,North Carolina
NC,MAXTON,NEXIUM,Physician Assistant,249,8050,76655.6,35.759572999999996,-79.0193,North Carolina
NC,HAYESVILLE,NEXIUM,Family Practice,214,8996,75883.41,35.759572999999996,-79.0193,North Carolina
NC,CANDLER,NEXIUM,Family Practice,203,8251,74091.93,35.759572999999996,-79.0193,North Carolina
NC,ROWLAND,KETOPROFEN,Family Practice,85,1780,71897.24,35.759572999999996,-79.0193,North Carolina
NC,AHOSKIE,NAMENDA XR,Neurology,242,7148,70327.07,35.759572999999996,-79.0193,North Carolina
NC,WILLOW SPRING,RESTASIS,Optometry,183,6165,68446.6,35.759572999999996,-79.0193,North Carolina
NC,SILER CITY,CRESTOR,Internal Medicine,336,10904,68183.81,35.759572999999996,-79.0193,North Carolina
NC,ZEBULON,CRESTOR,General Practice,294,10980,67307.86,35.759572999999996,-79.0193,North Carolina
NC,MANTEO,CRESTOR,Family Practice,288,10920,66899.53,35.759572999999996,-79.0193,North Carolina
NC,SPINDALE,CRESTOR,Family Practice,285,11043,66164.75,35.759572999999996,-79.0193,North Carolina
NC,BANNER ELK,NEXIUM,Internal Medicine,202,6639,66163.77,35.759572999999996,-79.0193,North Carolina
NC,LELAND,NEXIUM,Family Practice,170,7409,65240.41,35.759572999999996,-79.0193,North Carolina
NC,ROXBORO,LANTUS SOLOSTAR,Family Practice,97,4411,64506.75,35.759572999999996,-79.0193,North Carolina
NC,KILL DEVIL HILLS,OXYCODONE HCL,Pain Management,765,21702,64398.91,35.759572999999996,-79.0193,North Carolina
NC,CALABASH,AVONEX ADMINISTRATION PACK,Nurse Practitioner,13,377,63988.25,35.759572999999996,-79.0193,North Carolina
NC,HOPE MILLS,RESTASIS,Optometry,154,5850,63713.74,35.759572999999996,-79.0193,North Carolina
NC,WADESBORO,NEXIUM,Family Practice,195,6803,62346.05,35.759572999999996,-79.0193,North Carolina
NC,HOLLY SPRINGS,CRESTOR,Family Practice,196,10314,62294.05,35.759572999999996,-79.0193,North Carolina
NC,APEX,CRESTOR,Family Practice,237,10560,62188.51,35.759572999999996,-79.0193,North Carolina
NC,FUQUAY-VARINA,NEXIUM,Family Practice,188,7557,62031.76,35.759572999999996,-79.0193,North Carolina
NC,MINT HILL,NEXIUM,Family Practice,152,7593,61797.64,35.759572999999996,-79.0193,North Carolina
NC,CAPE CARTERET,SPIRIVA,Family Practice,132,6570,61442.44,35.759572999999996,-79.0193,North Carolina
NC,MAIDEN,CRESTOR,Family Practice,261,9840,60313.8,35.759572999999996,-79.0193,North Carolina
NC,BLOWING ROCK,CRESTOR,Family Practice,253,9587,58423.65,35.759572999999996,-79.0193,North Carolina
NC,BAILEY,CRESTOR,Family Practice,285,9334,57569.12,35.759572999999996,-79.0193,North Carolina
NC,LINVILLE,AVONEX,General Practice,12,335,56404.44,35.759572999999996,-79.0193,North Carolina
NC,WILKESBORO,NEXIUM,Internal Medicine,214,6814,56194.46,35.759572999999996,-79.0193,North Carolina
NC,ROCKY POINT,ABILIFY,Family Practice,68,2024,55793.81,35.759572999999996,-79.0193,North Carolina
NC,ROBBINS,NEXIUM,Family Practice,175,5762,55218.49,35.759572999999996,-79.0193,North Carolina
NC,OCEAN ISLE BEACH,NEXIUM,Family Practice,102,7390,55215.01,35.759572999999996,-79.0193,North Carolina
NC,HERTFORD,CRESTOR,Family Practice,227,9030,54894.64,35.759572999999996,-79.0193,North Carolina
NC,BROWNS SUMMIT,LANTUS SOLOSTAR,Family Practice,123,4285,54436.17,35.759572999999996,-79.0193,North Carolina
NC,GRANITE FALLS,NEXIUM,Internal Medicine,124,6240,51732.68,35.759572999999996,-79.0193,North Carolina
NC,HIGHLANDS,CRESTOR,Family Practice,182,8607,51654.51,35.759572999999996,-79.0193,North Carolina
NC,YANCEYVILLE,GLEEVEC,Family Practice,23,322,51561.08,35.759572999999996,-79.0193,North Carolina
NC,INDIAN TRAIL,NEXIUM,Internal Medicine,124,5820,50756.81,35.759572999999996,-79.0193,North Carolina
NC,LOCUST,NEXIUM,Family Practice,125,5550,50466.86,35.759572999999996,-79.0193,North Carolina
NC,BEULAVILLE,NEXIUM,Family Practice,166,6233,50148.51,35.759572999999996,-79.0193,North Carolina
NC,CLARKTON,NEXIUM,Family Practice,150,5430,49887.6,35.759572999999996,-79.0193,North Carolina
NC,BUNN,CRESTOR,Family Practice,239,8367,49820.91,35.759572999999996,-79.0193,North Carolina
NC,KENLY,NEXIUM,Internal Medicine,133,4612,49268.13,35.759572999999996,-79.0193,North Carolina
NC,RUTHERFORDTON,ADVAIR DISKUS,Family Practice,125,4950,47002.55,35.759572999999996,-79.0193,North Carolina
NC,BAYBORO,NEXIUM,Family Practice,191,5246,46927.83,35.759572999999996,-79.0193,North Carolina
NC,MONCURE,NEXIUM,Family Practice,139,5880,46866.33,35.759572999999996,-79.0193,North Carolina
NC,MILLS RIVER,CRESTOR,Family Practice,157,8085,46722.29,35.759572999999996,-79.0193,North Carolina
NC,JARVISBURG,BETASERON,Family Practice,11,272,46094.29,35.759572999999996,-79.0193,North Carolina
NC,OAK ISLAND,ZETIA,Family Practice,140,7470,45928.34,35.759572999999996,-79.0193,North Carolina
NC,PINK HILL,NEXIUM,Family Practice,125,4070,45807.86,35.759572999999996,-79.0193,North Carolina
NC,WAXHAW,JANUVIA,Family Practice,115,4801,45338.06,35.759572999999996,-79.0193,North Carolina
NC,CHADBOURN,NEXIUM,Family Practice,152,4862,45317.89,35.759572999999996,-79.0193,North Carolina
NC,SAINT PAULS,NEXIUM,Nurse Practitioner,139,5070,45288.51,35.759572999999996,-79.0193,North Carolina
NC,SPRUCE PINE,CRESTOR,Family Practice,150,7620,45125.04,35.759572999999996,-79.0193,North Carolina
NC,STONEVILLE,LANTUS SOLOSTAR,Family Practice,104,3156,43815.23,35.759572999999996,-79.0193,North Carolina
NC,BUTNER,NEXIUM,Pediatric Medicine,127,3247,41581.87,35.759572999999996,-79.0193,North Carolina
NC,CERRO GORDO,NEXIUM,Family Practice,133,4770,41509.75,35.759572999999996,-79.0193,North Carolina
NC,BESSEMER CITY,CRESTOR,Cardiology,142,6870,41485.72,35.759572999999996,-79.0193,North Carolina
NC,FUQUAY VARINA,CRESTOR,Internal Medicine,222,6512,41179.77,35.759572999999996,-79.0193,North Carolina
NC,PLYMOUTHY,ABILIFY,Psychiatry,55,1611,40946.14,35.759572999999996,-79.0193,North Carolina
NC,ROSE HILL,JANUVIA,Physician Assistant,98,3872,40724.56,35.759572999999996,-79.0193,North Carolina
NC,KENANSVILLE,SPIRIVA,Internal Medicine,121,4170,40684.12,35.759572999999996,-79.0193,North Carolina
NC,SEALEVEL,NEXIUM,Internal Medicine,119,4738,40268.92,35.759572999999996,-79.0193,North Carolina
NC,ROLESVILLE,LANTUS SOLOSTAR,Family Practice,88,3729,40203.82,35.759572999999996,-79.0193,North Carolina
NC,MARSHVILLE,NEXIUM,Family Practice,142,4714,40103.52,35.759572999999996,-79.0193,North Carolina
NC,SUPPLY,CRESTOR,Internal Medicine,105,6730,40054.66,35.759572999999996,-79.0193,North Carolina
NC,CHINA GROVE,NEXIUM,Physician Assistant,124,4383,38645.09,35.759572999999996,-79.0193,North Carolina
NC,ROCKWELL,VICTOZA 3-PAK,Family Practice,61,2118,38641.05,35.759572999999996,-79.0193,North Carolina
NC,CHOCOWINITY,CRESTOR,Family Practice,104,6600,38161.51,35.759572999999996,-79.0193,North Carolina
NC,VANCEBORO,CRESTOR,Family Practice,176,6120,37987.53,35.759572999999996,-79.0193,North Carolina
NC,RONDA,NEXIUM,Family Practice,93,3535,37722.19,35.759572999999996,-79.0193,North Carolina
NC,STEDMAN,JANUVIA,Family Practice,94,3840,37613.19,35.759572999999996,-79.0193,North Carolina
NC,DEEP GAP,ABILIFY,Internal Medicine,34,1036,37003.63,35.759572999999996,-79.0193,North Carolina
NC,TRENT WOODS,DULOXETINE HCL,Psychiatry,121,4227,36590.09,35.759572999999996,-79.0193,North Carolina
NC,MAMERS,OXYCONTIN,Physician Assistant,76,2265,36576.06,35.759572999999996,-79.0193,North Carolina
NC,CARRBORO,CRESTOR,Family Practice,88,6180,36428.85,35.759572999999996,-79.0193,North Carolina
NC,SEAGROVE,CRESTOR,Family Practice,140,6150,36347.83,35.759572999999996,-79.0193,North Carolina
NC,ROSEBORO,JANUVIA,Family Practice,86,3748,36295.55,35.759572999999996,-79.0193,North Carolina
NC,RURAL HALL,CRESTOR,Family Practice,154,5925,36256.86,35.759572999999996,-79.0193,North Carolina
NC,CAROLINA BEACH,OXYCONTIN,Physical Medicine and Rehabilitation,63,1802,36044.21,35.759572999999996,-79.0193,North Carolina
NC,COLLETTSVILLE,LANTUS,Nurse Practitioner,46,1981,35705.16,35.759572999999996,-79.0193,North Carolina
NC,SCOTLAND NECK,SPIRIVA,Physician Assistant,114,3660,35540.8,35.759572999999996,-79.0193,North Carolina
NC,GRANITE QUARRY,JANUVIA,Internal Medicine,78,3644,35402.05,35.759572999999996,-79.0193,North Carolina
NC,VALE,CRESTOR,Family Practice,144,5666,35367.34,35.759572999999996,-79.0193,North Carolina
NC,TRYON,NEXIUM,Family Practice,96,4173,35137.92,35.759572999999996,-79.0193,North Carolina
NC,FAITH,HUMIRA,Internal Medicine,11,364,34993.28,35.759572999999996,-79.0193,North Carolina
NC,MT GILEAD,CRESTOR,Physician Assistant,138,5760,34722.18,35.759572999999996,-79.0193,North Carolina
NC,ANGIER,NEXIUM,Family Practice,78,4145,34683.82,35.759572999999996,-79.0193,North Carolina
NC,MAPLE HILL,JANUVIA,Nurse Practitioner,100,3271,34250.28,35.759572999999996,-79.0193,North Carolina
NC,WALKERTOWN,NEXIUM,Family Practice,125,4110,33595.68,35.759572999999996,-79.0193,North Carolina
NC,PITTSBORO,NEXIUM,Family Practice,113,4140,32813.83,35.759572999999996,-79.0193,North Carolina
NC,BLACK MOUNTAIN,ABILIFY,Psychiatry & Neurology,61,1215,31398.98,35.759572999999996,-79.0193,North Carolina
NC,LAUREL HILL,CRESTOR,Family Practice,146,5107,31141.4,35.759572999999996,-79.0193,North Carolina
NC,MAYODAN,RESTASIS,Optometry,50,2760,29970.54,35.759572999999996,-79.0193,North Carolina
NC,MACCLESFIELD,LANTUS SOLOSTAR,Nurse Practitioner,74,2884,29873.21,35.759572999999996,-79.0193,North Carolina
NC,ORIENTAL,ENBREL,Family Practice,11,308,29322.43,35.759572999999996,-79.0193,North Carolina
NC,DOBSON,NEXIUM,Internal Medicine,65,2490,29124.96,35.759572999999996,-79.0193,North Carolina
NC,EASTOVER,CRESTOR,Nurse Practitioner,123,4710,29006.3,35.759572999999996,-79.0193,North Carolina
NC,MCADENVILLE,LANTUS SOLOSTAR,Family Practice,87,3062,28853.62,35.759572999999996,-79.0193,North Carolina
NC,WADE,NEXIUM,Family Practice,97,3450,28255.85,35.759572999999996,-79.0193,North Carolina
NC,LEICESTER,LANTUS,Family Practice,104,2624,28202.03,35.759572999999996,-79.0193,North Carolina
NC,VASS,CRESTOR,Physician Assistant,100,4740,28153.15,35.759572999999996,-79.0193,North Carolina
NC,NAGS HEAD,VICTOZA 3-PAK,Internal Medicine,37,1644,28129.28,35.759572999999996,-79.0193,North Carolina
NC,FLAT ROCK,OXYCONTIN,Physician Assistant,67,1751,27933.46,35.759572999999996,-79.0193,North Carolina
NC,RANDLEMAN,XARELTO,Family Practice,79,3000,27706.6,35.759572999999996,-79.0193,North Carolina
NC,BRYSON CITY,NEXIUM,Physician Assistant,95,3319,27674.56,35.759572999999996,-79.0193,North Carolina
NC,MT. AIRY,JANUVIA,Family Practice,60,2880,27643.97,35.759572999999996,-79.0193,North Carolina
NC,WINTERVILLE,NEXIUM,Family Practice,75,2961,27584.53,35.759572999999996,-79.0193,North Carolina
NC,ELIZABETH CTY,NEXIUM,Physician Assistant,71,2730,27283.55,35.759572999999996,-79.0193,North Carolina
NC,BAKERSVILLE,SPIRIVA,Family Practice,82,2760,26940.88,35.759572999999996,-79.0193,North Carolina
NC,OLD FORT,NEXIUM,Family Practice,76,2940,26661.38,35.759572999999996,-79.0193,North Carolina
NC,WEDDINGTON,CRESTOR,Family Practice,84,4290,26358.4,35.759572999999996,-79.0193,North Carolina
NC,PILOT MOUNTAIN,LANTUS SOLOSTAR,Family Practice,65,2514,26061.45,35.759572999999996,-79.0193,North Carolina
NC,MIDDLESEX,NEXIUM,Family Practice,91,3210,25623.89,35.759572999999996,-79.0193,North Carolina
NC,WAGRAM,LANTUS SOLOSTAR,Family Practice,70,2553,25538.73,35.759572999999996,-79.0193,North Carolina
NC,HOOKERTON,LANTUS SOLOSTAR,Family Practice,69,2952,24892.95,35.759572999999996,-79.0193,North Carolina
NC,WALNUT COVE,CRESTOR,Family Practice,96,4030,24419.98,35.759572999999996,-79.0193,North Carolina
NC,KITTY HAWK,CRESTOR,Family Practice,59,3810,23111.82,35.759572999999996,-79.0193,North Carolina
NC,FAISON,ZETIA,Internal Medicine,94,3600,22838.6,35.759572999999996,-79.0193,North Carolina
NC,SUNSET BEACH,MORPHINE SULFATE ER,Physical Medicine and Rehabilitation,88,2640,22637.48,35.759572999999996,-79.0193,North Carolina
NC,RAMSEUR,NEXIUM,Orthopedic Surgery,81,2790,22621.46,35.759572999999996,-79.0193,North Carolina
NC,COATS,NEXIUM,Physician Assistant,69,2310,22491.76,35.759572999999996,-79.0193,North Carolina
NC,NEWLAND,PRAVASTATIN SODIUM,Family Practice,449,36506,22401.79,35.759572999999996,-79.0193,North Carolina
NC,CULLOWHEE,NEXIUM,Family Practice,73,2730,21768.53,35.759572999999996,-79.0193,North Carolina
NC,WENTWORTH,ABILIFY,Nurse Practitioner,27,793,21077.57,35.759572999999996,-79.0193,North Carolina
NC,MOORESBORO,NEXIUM,Family Practice,39,2730,21035.93,35.759572999999996,-79.0193,North Carolina
NC,PARKTON,NEXIUM,Nurse Practitioner,75,2610,20874.89,35.759572999999996,-79.0193,North Carolina
NC,SURF CITY,ADVAIR DISKUS,Family Practice,46,2040,20406.1,35.759572999999996,-79.0193,North Carolina
NC,WHITAKERS,NEXIUM,Family Practice,61,2117,20323.12,35.759572999999996,-79.0193,North Carolina
NC,TROUTMAN,NEXIUM,Internal Medicine,54,2580,19958.88,35.759572999999996,-79.0193,North Carolina
NC,STONEY CREEK,LANTUS SOLOSTAR,Family Practice,50,1916,19650.87,35.759572999999996,-79.0193,North Carolina
NC,CEDAR POINT,NEXIUM,Family Practice,49,1950,19076.97,35.759572999999996,-79.0193,North Carolina
