provider_state,city,apc,apc_count,apc_total_payments,avg_pay_apc
NH,Manchester,0605 - Level 2 Hospital Clinic Visits,25,1978.98218341,79.1592873364
NH,Manchester,0606 - Level 3 Hospital Clinic Visits,24,2502.18831146,104.257846310833
NH,Manchester,0607 - Level 4 Hospital Clinic Visits,20,2774.4460388,138.72230194
NH,Manchester,0608 - Level 5 Hospital Clinic Visits,6,1108.8511307,184.808521783333
NH,Manchester,0631 - Level 1 Examinations & Related Services,2,164.93659004,82.46829502
NH,Manchester,0632 - Level 2 Examinations & Related Services,5,517.7112122,103.54224244
NH,Manchester,0634 - Hospital Clinic Visits,9,894.02068912,99.3356321244444
NH,Manchester,0690 - Level I Electronic Analysis of Devices,21,793.34930424,37.7785382971429
NH,Manchester,0692 - Level II Electronic Analysis of Devices,20,2387.484736,119.3742368
NH,Portland,0012 - Level I Debridement & Destruction,5,165.2336176,33.04672352
NH,Portland,0013 - Level II Debridement & Destruction,7,508.20732107,72.6010458671429
NH,Portland,0015 - Level III Debridement & Destruction,8,965.5567674,120.694595925
NH,Portland,0019 - Level I Excision/ Biopsy,1,344.6,344.6
NH,Portland,0020 - Level II Excision/ Biopsy,2,1279.9818182,639.9909091
NH,Portland,0074 - Level IV Endoscopy Upper Airway,1,1488.939091,1488.939091
NH,Portland,0078 - Level III Pulmonary Treatment,7,804.6333466,114.947620942857
NH,Portland,0096 - Level II Noninvasive Physiologic Studies,8,951.3015,118.9126875
NH,Portland,0203 - Level IV Nerve Injections,1,1284.095187,1284.095187
NH,Portland,0204 - Level I Nerve Injections,6,1143.3857125,190.564285416667
NH,Portland,0206 - Level II Nerve Injections,3,883.9750044,294.6583348
NH,Portland,0207 - Level III Nerve Injections,4,2243.814342,560.9535855
NH,Portland,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",6,4631.7079619,771.951326983333
NH,Portland,0265 - Level I Diagnostic and Screening Ultrasound,8,583.95112675,72.99389084375
NH,Portland,0267 - Level III Diagnostic and Screening Ultrasound,8,1367.068378,170.88354725
NH,Portland,0269 - Level II Echocardiogram Without Contrast,8,3368.8842426,421.110530325
NH,Portland,0270 - Level III Echocardiogram Without Contrast,4,2429.8305595,607.457639875
NH,Portland,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,8,2824.0237452,353.00296815
NH,Portland,0368 - Level II Pulmonary Tests,7,508.89265016,72.6989500228571
NH,Portland,0377 - Level II Cardiac Imaging,8,6818.7954154,852.349426925
NH,Portland,0604 - Level 1 Hospital Clinic Visits,6,343.43349892,57.2389164866667
NH,Portland,0605 - Level 2 Hospital Clinic Visits,4,309.48598219,77.3714955475
NH,Portland,0606 - Level 3 Hospital Clinic Visits,4,409.01580504,102.25395126
NH,Portland,0607 - Level 4 Hospital Clinic Visits,4,515.0026462,128.75066155
NH,Portland,0608 - Level 5 Hospital Clinic Visits,1,186.0836364,186.0836364
NH,Portland,0631 - Level 1 Examinations & Related Services,1,78.73,78.73
NH,Portland,0632 - Level 2 Examinations & Related Services,1,100.0839583,100.0839583
NH,Portland,0634 - Hospital Clinic Visits,2,193.54994258,96.77497129
NH,Portland,0690 - Level I Electronic Analysis of Devices,8,293.92885889,36.74110736125
NJ,Allentown,0013 - Level II Debridement & Destruction,4,274.98467386,68.746168465
NJ,Allentown,0015 - Level III Debridement & Destruction,4,483.1524141,120.788103525
NJ,Allentown,0019 - Level I Excision/ Biopsy,3,1014.5079044,338.169301466667
NJ,Allentown,0020 - Level II Excision/ Biopsy,4,2501.2292185,625.307304625
NJ,Allentown,0078 - Level III Pulmonary Treatment,3,308.84166487,102.947221623333
NJ,Allentown,0096 - Level II Noninvasive Physiologic Studies,4,487.8853777,121.971344425
NJ,Allentown,0203 - Level IV Nerve Injections,1,1623.7,1623.7
NJ,Allentown,0204 - Level I Nerve Injections,2,388.6305614,194.3152807
NJ,Allentown,0207 - Level III Nerve Injections,2,1275.2927829,637.64639145
NJ,Allentown,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",4,2989.5346183,747.383654575
NJ,Allentown,0265 - Level I Diagnostic and Screening Ultrasound,4,302.67054166,75.667635415
NJ,Allentown,0267 - Level III Diagnostic and Screening Ultrasound,4,703.7373999,175.934349975
NJ,Allentown,0269 - Level II Echocardiogram Without Contrast,4,1739.1471186,434.78677965
NJ,Allentown,0270 - Level III Echocardiogram Without Contrast,4,2492.4774434,623.11936085
NJ,Allentown,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,4,1453.3799013,363.344975325
NJ,Allentown,0368 - Level II Pulmonary Tests,4,297.21313094,74.303282735
NJ,Allentown,0377 - Level II Cardiac Imaging,4,3484.8230764,871.2057691
NJ,Allentown,0604 - Level 1 Hospital Clinic Visits,2,119.93211284,59.96605642
NJ,Allentown,0605 - Level 2 Hospital Clinic Visits,2,162.39097692,81.19548846
NJ,Allentown,0606 - Level 3 Hospital Clinic Visits,2,216.1506658,108.0753329
NJ,Allentown,0607 - Level 4 Hospital Clinic Visits,1,150.5326316,150.5326316
NJ,Allentown,0608 - Level 5 Hospital Clinic Visits,1,183.94,183.94
NJ,Allentown,0634 - Hospital Clinic Visits,1,97.31624211,97.31624211
NJ,Camden,0012 - Level I Debridement & Destruction,1,63.98780488,63.98780488
NJ,Camden,0013 - Level II Debridement & Destruction,49,3519.83116069,71.8332889936735
NJ,Camden,0015 - Level III Debridement & Destruction,59,6940.85154351,117.641551584915
NJ,Camden,0019 - Level I Excision/ Biopsy,16,5348.3341602,334.2708850125
NJ,Camden,0020 - Level II Excision/ Biopsy,61,38128.7350027,625.061229552459
NJ,Camden,0073 - Level III Endoscopy Upper Airway,1,1165.417647,1165.417647
NJ,Camden,0074 - Level IV Endoscopy Upper Airway,15,24558.460682,1637.23071213333
NJ,Camden,0078 - Level III Pulmonary Treatment,58,6159.36975532,106.196030264138
NJ,Camden,0096 - Level II Noninvasive Physiologic Studies,69,8266.9460813,119.810812772464
NJ,Camden,0203 - Level IV Nerve Injections,6,8779.652124,1463.275354
NJ,Camden,0204 - Level I Nerve Injections,45,8695.5605784,193.23467952
NJ,Camden,0206 - Level II Nerve Injections,25,7883.7073565,315.34829426
NJ,Camden,0207 - Level III Nerve Injections,58,33451.5771421,576.751330036207
NJ,Camden,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",48,38704.9531038,806.3531896625
NJ,Camden,0265 - Level I Diagnostic and Screening Ultrasound,82,6069.46941484,74.0179196931707
NJ,Camden,0267 - Level III Diagnostic and Screening Ultrasound,84,14504.0415781,172.667161644048
NJ,Camden,0269 - Level II Echocardiogram Without Contrast,84,35824.4510936,426.481560638095
NJ,Camden,0270 - Level III Echocardiogram Without Contrast,66,40131.9732341,608.060200516667
NJ,Camden,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,75,27715.929796,369.545730613333
NJ,Camden,0368 - Level II Pulmonary Tests,55,3905.646371,71.0117522
NJ,Camden,0369 - Level III Pulmonary Tests,14,3208.0884508,229.149175057143
NJ,Camden,0377 - Level II Cardiac Imaging,84,72339.243731,861.181472988095
NJ,Camden,0604 - Level 1 Hospital Clinic Visits,54,3124.30047585,57.8574162194444
NJ,Camden,0605 - Level 2 Hospital Clinic Visits,61,4805.20691256,78.773883812459
NJ,Camden,0606 - Level 3 Hospital Clinic Visits,57,5870.95525577,102.999215013509
NJ,Camden,0607 - Level 4 Hospital Clinic Visits,46,6307.0389326,137.109542013043
NJ,Camden,0608 - Level 5 Hospital Clinic Visits,20,3669.6669004,183.48334502
NJ,Camden,0631 - Level 1 Examinations & Related Services,2,158.24,79.12
NJ,Camden,0633 - Level 3 Examinations & Related Services,3,1032.3722273,344.124075766667
NJ,Camden,0634 - Hospital Clinic Visits,21,2051.7630624,97.7030029714286
NJ,Camden,0690 - Level I Electronic Analysis of Devices,26,966.15732301,37.1598970388462
NJ,Camden,0692 - Level II Electronic Analysis of Devices,8,950.9653151,118.8706643875
NJ,Camden,0698 - Level II Eye Tests & Treatments,3,228.7291173,76.2430391
NJ,Hackensack,0012 - Level I Debridement & Destruction,1,69.10090909,69.10090909
NJ,Hackensack,0013 - Level II Debridement & Destruction,17,1246.30904859,73.3122969758824
NJ,Hackensack,0015 - Level III Debridement & Destruction,18,2452.1676563,136.231536461111
NJ,Hackensack,0019 - Level I Excision/ Biopsy,6,2127.6933448,354.615557466667
NJ,Hackensack,0020 - Level II Excision/ Biopsy,18,12680.1582087,704.453233816667
NJ,Hackensack,0074 - Level IV Endoscopy Upper Airway,7,12291.429098,1755.91844257143
NJ,Hackensack,0078 - Level III Pulmonary Treatment,23,2724.6713388,118.463971252174
NJ,Hackensack,0096 - Level II Noninvasive Physiologic Studies,21,2787.4172941,132.734156861905
NJ,Hackensack,0203 - Level IV Nerve Injections,4,6119.177086,1529.7942715
NJ,Hackensack,0204 - Level I Nerve Injections,18,3827.4341793,212.635232183333
NJ,Hackensack,0206 - Level II Nerve Injections,9,2646.4286359,294.047626211111
NJ,Hackensack,0207 - Level III Nerve Injections,29,18920.5484295,652.432704465517
NJ,Hackensack,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",18,16741.8089267,930.100495927778
NJ,Hackensack,0265 - Level I Diagnostic and Screening Ultrasound,31,2551.39414104,82.303036807742
NJ,Hackensack,0267 - Level III Diagnostic and Screening Ultrasound,32,6112.8153163,191.025478634375
NJ,Hackensack,0269 - Level II Echocardiogram Without Contrast,32,15143.7524881,473.242265253125
NJ,Hackensack,0270 - Level III Echocardiogram Without Contrast,15,9935.7259097,662.381727313333
NJ,Hackensack,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,32,12497.4311634,390.54472385625
NJ,Hackensack,0368 - Level II Pulmonary Tests,18,1400.30519803,77.7947332238889
NJ,Hackensack,0369 - Level III Pulmonary Tests,4,967.6686151,241.917153775
NJ,Hackensack,0377 - Level II Cardiac Imaging,23,22124.0341519,961.914528343478
NJ,Hackensack,0604 - Level 1 Hospital Clinic Visits,16,1021.11092519,63.819432824375
NJ,Hackensack,0605 - Level 2 Hospital Clinic Visits,20,1736.28200186,86.814100093
NJ,Hackensack,0606 - Level 3 Hospital Clinic Visits,19,2180.0513293,114.739543647368
NJ,Hackensack,0607 - Level 4 Hospital Clinic Visits,17,2583.8946453,151.993802664706
NJ,Hackensack,0608 - Level 5 Hospital Clinic Visits,14,2856.1674679,204.011961992857
NJ,Hackensack,0632 - Level 2 Examinations & Related Services,2,228.0283465,114.01417325
NJ,Hackensack,0634 - Hospital Clinic Visits,7,757.5668162,108.223830885714
NJ,Hackensack,0690 - Level I Electronic Analysis of Devices,13,537.85143101,41.3731870007692
NJ,Hackensack,0698 - Level II Eye Tests & Treatments,2,167.35076923,83.675384615
NJ,Morristown,0013 - Level II Debridement & Destruction,12,844.36647642,70.363873035
NJ,Morristown,0015 - Level III Debridement & Destruction,20,2426.83473373,121.3417366865
NJ,Morristown,0019 - Level I Excision/ Biopsy,4,1390.4061667,347.601541675
NJ,Morristown,0020 - Level II Excision/ Biopsy,17,10845.7817192,637.987159952941
NJ,Morristown,0074 - Level IV Endoscopy Upper Airway,3,4837.234632,1612.411544
NJ,Morristown,0078 - Level III Pulmonary Treatment,17,1999.2107011,117.600629476471
NJ,Morristown,0096 - Level II Noninvasive Physiologic Studies,20,2502.4780261,125.123901305
NJ,Morristown,0203 - Level IV Nerve Injections,7,8081.4127475,1154.48753535714
NJ,Morristown,0204 - Level I Nerve Injections,12,2377.2993937,198.108282808333
NJ,Morristown,0206 - Level II Nerve Injections,7,2178.5014725,311.214496071429
NJ,Morristown,0207 - Level III Nerve Injections,16,9538.980506,596.186281625
NJ,Morristown,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",16,13612.2251953,850.76407470625
NJ,Morristown,0265 - Level I Diagnostic and Screening Ultrasound,22,1660.48809577,75.4767316259091
NJ,Morristown,0267 - Level III Diagnostic and Screening Ultrasound,22,3935.7070125,178.895773295455
NJ,Morristown,0269 - Level II Echocardiogram Without Contrast,22,9770.2163545,444.100743386364
NJ,Morristown,0270 - Level III Echocardiogram Without Contrast,20,12692.882276,634.6441138
NJ,Morristown,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,19,7270.3149313,382.648154278947
NJ,Morristown,0368 - Level II Pulmonary Tests,18,1313.61971504,72.9788730577778
NJ,Morristown,0369 - Level III Pulmonary Tests,3,692.4512029,230.817067633333
NJ,Morristown,0377 - Level II Cardiac Imaging,22,19485.1522075,885.688736704546
NJ,Morristown,0604 - Level 1 Hospital Clinic Visits,12,721.31898636,60.10991553
NJ,Morristown,0605 - Level 2 Hospital Clinic Visits,15,1239.15010823,82.6100072153333
NJ,Morristown,0606 - Level 3 Hospital Clinic Visits,15,1625.379705,108.358647
NJ,Morristown,0607 - Level 4 Hospital Clinic Visits,14,1985.6114113,141.829386521429
NJ,Morristown,0608 - Level 5 Hospital Clinic Visits,6,1150.2500019,191.70833365
NJ,Morristown,0632 - Level 2 Examinations & Related Services,1,101.4742857,101.4742857
NJ,Morristown,0634 - Hospital Clinic Visits,5,503.91724583,100.783449166
NJ,Morristown,0690 - Level I Electronic Analysis of Devices,16,622.25298255,38.890811409375
NJ,Morristown,0692 - Level II Electronic Analysis of Devices,4,513.6589096,128.4147274
NJ,New Brunswick,0012 - Level I Debridement & Destruction,3,114.90337672,38.3011255733333
NJ,New Brunswick,0013 - Level II Debridement & Destruction,17,1253.38983931,73.7288140770588
NJ,New Brunswick,0015 - Level III Debridement & Destruction,12,1578.874192,131.572849333333
NJ,New Brunswick,0019 - Level I Excision/ Biopsy,8,2622.8217295,327.8527161875
NJ,New Brunswick,0020 - Level II Excision/ Biopsy,18,12131.6620648,673.981225822222
NJ,New Brunswick,0074 - Level IV Endoscopy Upper Airway,1,1683.784286,1683.784286
NJ,New Brunswick,0078 - Level III Pulmonary Treatment,21,2446.3802999,116.494299995238
NJ,New Brunswick,0096 - Level II Noninvasive Physiologic Studies,20,2570.3002583,128.515012915
NJ,New Brunswick,0204 - Level I Nerve Injections,18,3677.46878,204.303821111111
NJ,New Brunswick,0206 - Level II Nerve Injections,14,4385.8302146,313.273586757143
NJ,New Brunswick,0207 - Level III Nerve Injections,20,12387.5140368,619.37570184
NJ,New Brunswick,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",20,16961.4151832,848.07075916
NJ,New Brunswick,0265 - Level I Diagnostic and Screening Ultrasound,24,1883.52722425,78.4803010104167
NJ,New Brunswick,0267 - Level III Diagnostic and Screening Ultrasound,24,4381.6584936,182.5691039
NJ,New Brunswick,0269 - Level II Echocardiogram Without Contrast,24,10840.7248047,451.6968668625
NJ,New Brunswick,0270 - Level III Echocardiogram Without Contrast,20,12771.2892488,638.56446244
NJ,New Brunswick,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,22,9040.9372973,410.951695331818
NJ,New Brunswick,0368 - Level II Pulmonary Tests,19,1374.32657157,72.3329774510526
NJ,New Brunswick,0369 - Level III Pulmonary Tests,7,1595.4825136,227.926073371429
NJ,New Brunswick,0377 - Level II Cardiac Imaging,24,21845.7731138,910.240546408333
NJ,New Brunswick,0604 - Level 1 Hospital Clinic Visits,13,808.90672353,62.2235941176923
NJ,New Brunswick,0605 - Level 2 Hospital Clinic Visits,14,1189.19323262,84.9423737585714
NJ,New Brunswick,0606 - Level 3 Hospital Clinic Visits,9,1001.3185826,111.257620288889
NJ,New Brunswick,0607 - Level 4 Hospital Clinic Visits,5,742.2044236,148.44088472
NJ,New Brunswick,0608 - Level 5 Hospital Clinic Visits,1,202.4163636,202.4163636
NJ,New Brunswick,0631 - Level 1 Examinations & Related Services,1,86.56,86.56
NJ,New Brunswick,0634 - Hospital Clinic Visits,5,522.16022078,104.432044156
NJ,New Brunswick,0690 - Level I Electronic Analysis of Devices,12,472.535327,39.3779439166667
NJ,New Brunswick,0692 - Level II Electronic Analysis of Devices,5,619.4663161,123.89326322
NJ,New Brunswick,0698 - Level II Eye Tests & Treatments,4,335.41750948,83.85437737
NJ,Newark,0012 - Level I Debridement & Destruction,3,202.11045521,67.3701517366667
NJ,Newark,0013 - Level II Debridement & Destruction,29,2121.79315151,73.1652810865517
NJ,Newark,0015 - Level III Debridement & Destruction,28,3587.5835763,128.127984867857
NJ,Newark,0019 - Level I Excision/ Biopsy,3,1154.2399897,384.746663233333
NJ,Newark,0020 - Level II Excision/ Biopsy,22,14930.8415851,678.674617504545
NJ,Newark,0074 - Level IV Endoscopy Upper Airway,5,8887.979649,1777.5959298
NJ,Newark,0078 - Level III Pulmonary Treatment,27,3099.7934043,114.807163122222
NJ,Newark,0096 - Level II Noninvasive Physiologic Studies,34,4442.6288877,130.665555520588
NJ,Newark,0203 - Level IV Nerve Injections,3,3402.8863286,1134.29544286667
NJ,Newark,0204 - Level I Nerve Injections,17,3545.4338586,208.554932858824
NJ,Newark,0206 - Level II Nerve Injections,9,2957.6169239,328.624102655556
NJ,Newark,0207 - Level III Nerve Injections,30,19032.0304846,634.401016153333
NJ,Newark,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",22,19833.0838964,901.503813472727
NJ,Newark,0231 - Level III Eye Tests & Treatments,2,421.979328,210.989664
NJ,Newark,0265 - Level I Diagnostic and Screening Ultrasound,39,3125.48043983,80.1405240982051
NJ,Newark,0267 - Level III Diagnostic and Screening Ultrasound,44,8245.0509888,187.387522472727
NJ,Newark,0269 - Level II Echocardiogram Without Contrast,44,20341.7251126,462.311934377273
NJ,Newark,0270 - Level III Echocardiogram Without Contrast,29,19074.0860069,657.727103686207
NJ,Newark,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,43,16650.4787494,387.220436032558
NJ,Newark,0368 - Level II Pulmonary Tests,22,1696.64490917,77.1202231440909
NJ,Newark,0369 - Level III Pulmonary Tests,5,1378.0325697,275.60651394
NJ,Newark,0377 - Level II Cardiac Imaging,40,37713.6134508,942.84033627
NJ,Newark,0604 - Level 1 Hospital Clinic Visits,28,1754.69297172,62.6676061328572
NJ,Newark,0605 - Level 2 Hospital Clinic Visits,32,2712.47272115,84.7647725359375
NJ,Newark,0606 - Level 3 Hospital Clinic Visits,30,3356.9029084,111.896763613333
NJ,Newark,0607 - Level 4 Hospital Clinic Visits,25,3701.8083044,148.072332176
NJ,Newark,0608 - Level 5 Hospital Clinic Visits,12,2405.6487156,200.4707263
NJ,Newark,0631 - Level 1 Examinations & Related Services,2,174.54,87.27
NJ,Newark,0632 - Level 2 Examinations & Related Services,1,113.1448913,113.1448913
NJ,Newark,0633 - Level 3 Examinations & Related Services,1,377.1182353,377.1182353
NJ,Newark,0634 - Hospital Clinic Visits,12,1262.75928346,105.229940288333
NJ,Newark,0690 - Level I Electronic Analysis of Devices,11,448.17428435,40.7431167590909
NJ,Newark,0692 - Level II Electronic Analysis of Devices,2,258.9342308,129.4671154
NJ,Newark,0698 - Level II Eye Tests & Treatments,8,683.02231469,85.37778933625
NJ,Paterson,0013 - Level II Debridement & Destruction,7,458.49203624,65.49886232
NJ,Paterson,0015 - Level III Debridement & Destruction,3,417.1032986,139.034432866667
NJ,Paterson,0019 - Level I Excision/ Biopsy,3,1167.0625543,389.020851433333
NJ,Paterson,0020 - Level II Excision/ Biopsy,8,5394.594819,674.324352375
NJ,Paterson,0078 - Level III Pulmonary Treatment,7,838.1094216,119.729917371429
NJ,Paterson,0096 - Level II Noninvasive Physiologic Studies,8,1032.6119276,129.07649095
NJ,Paterson,0203 - Level IV Nerve Injections,1,1586.24,1586.24
NJ,Paterson,0204 - Level I Nerve Injections,5,1095.24078,219.048156
NJ,Paterson,0206 - Level II Nerve Injections,2,663.0041629,331.50208145
NJ,Paterson,0207 - Level III Nerve Injections,8,4997.8390072,624.7298759
NJ,Paterson,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",7,6008.7838752,858.397696457143
NJ,Paterson,0265 - Level I Diagnostic and Screening Ultrasound,8,646.90201237,80.86275154625
NJ,Paterson,0267 - Level III Diagnostic and Screening Ultrasound,8,1505.2711844,188.15889805
NJ,Paterson,0269 - Level II Echocardiogram Without Contrast,8,3717.1377525,464.6422190625
NJ,Paterson,0270 - Level III Echocardiogram Without Contrast,5,3366.1662668,673.23325336
NJ,Paterson,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,8,3083.8446755,385.4805844375
NJ,Paterson,0368 - Level II Pulmonary Tests,8,656.38793482,82.0484918525
NJ,Paterson,0369 - Level III Pulmonary Tests,3,645.5377778,215.179259266667
NJ,Paterson,0377 - Level II Cardiac Imaging,8,7518.2315057,939.7789382125
NJ,Paterson,0604 - Level 1 Hospital Clinic Visits,6,376.50268518,62.75044753
NJ,Paterson,0605 - Level 2 Hospital Clinic Visits,6,510.16575006,85.02762501
NJ,Paterson,0606 - Level 3 Hospital Clinic Visits,6,674.060693,112.343448833333
NJ,Paterson,0607 - Level 4 Hospital Clinic Visits,6,893.6072796,148.9345466
NJ,Paterson,0608 - Level 5 Hospital Clinic Visits,4,795.1272809,198.781820225
NJ,Paterson,0634 - Hospital Clinic Visits,2,214.8228883,107.41144415
NJ,Paterson,0690 - Level I Electronic Analysis of Devices,8,323.56923617,40.44615452125
NJ,Paterson,0692 - Level II Electronic Analysis of Devices,5,639.6641389,127.93282778
NJ,Paterson,0698 - Level II Eye Tests & Treatments,1,90.86416667,90.86416667
NJ,Philadelphia,0012 - Level I Debridement & Destruction,1,63.93,63.93
NJ,Philadelphia,0013 - Level II Debridement & Destruction,17,1230.43773033,72.3786900194118
NJ,Philadelphia,0015 - Level III Debridement & Destruction,17,1869.65665171,109.979803041765
NJ,Philadelphia,0019 - Level I Excision/ Biopsy,3,1011.8755114,337.291837133333
NJ,Philadelphia,0020 - Level II Excision/ Biopsy,9,5554.2564143,617.139601588889
NJ,Philadelphia,0074 - Level IV Endoscopy Upper Airway,1,1434.668571,1434.668571
NJ,Philadelphia,0078 - Level III Pulmonary Treatment,16,1724.4297132,107.776857075
NJ,Philadelphia,0096 - Level II Noninvasive Physiologic Studies,23,2777.1101973,120.743921621739
NJ,Philadelphia,0203 - Level IV Nerve Injections,1,1589.873333,1589.873333
NJ,Philadelphia,0204 - Level I Nerve Injections,13,2503.5251285,192.578856038462
NJ,Philadelphia,0206 - Level II Nerve Injections,4,1356.4231317,339.105782925
NJ,Philadelphia,0207 - Level III Nerve Injections,20,11823.2169313,591.160846565
NJ,Philadelphia,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",20,16057.2448649,802.862243245
NJ,Philadelphia,0265 - Level I Diagnostic and Screening Ultrasound,22,1625.6804044,73.8945638363636
NJ,Philadelphia,0267 - Level III Diagnostic and Screening Ultrasound,24,4144.3012499,172.679218745833
NJ,Philadelphia,0269 - Level II Echocardiogram Without Contrast,24,10260.9459173,427.539413220833
NJ,Philadelphia,0270 - Level III Echocardiogram Without Contrast,18,10884.9420445,604.719002472222
NJ,Philadelphia,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,19,7054.7957193,371.305037857895
NJ,Philadelphia,0368 - Level II Pulmonary Tests,19,1302.44659212,68.5498206378947
NJ,Philadelphia,0369 - Level III Pulmonary Tests,4,930.8783739,232.719593475
NJ,Philadelphia,0377 - Level II Cardiac Imaging,24,20601.5287932,858.39703305
NJ,Philadelphia,0604 - Level 1 Hospital Clinic Visits,18,1045.99558509,58.1108658383333
NJ,Philadelphia,0605 - Level 2 Hospital Clinic Visits,18,1420.31230053,78.9062389183333
NJ,Philadelphia,0606 - Level 3 Hospital Clinic Visits,16,1668.8113612,104.300710075
NJ,Philadelphia,0607 - Level 4 Hospital Clinic Visits,17,2341.7979744,137.752822023529
NJ,Philadelphia,0608 - Level 5 Hospital Clinic Visits,3,555.5928492,185.1976164
NJ,Philadelphia,0631 - Level 1 Examinations & Related Services,1,79.12,79.12
NJ,Philadelphia,0634 - Hospital Clinic Visits,6,583.26599619,97.210999365
NJ,Philadelphia,0690 - Level I Electronic Analysis of Devices,10,374.61723407,37.461723407
NJ,Ridgewood,0013 - Level II Debridement & Destruction,2,142.34774509,71.173872545
NJ,Ridgewood,0015 - Level III Debridement & Destruction,3,371.7535758,123.9178586
NJ,Ridgewood,0019 - Level I Excision/ Biopsy,3,1127.3430417,375.7810139
NJ,Ridgewood,0020 - Level II Excision/ Biopsy,4,2784.2636508,696.0659127
NJ,Ridgewood,0074 - Level IV Endoscopy Upper Airway,1,1794.6,1794.6
NJ,Ridgewood,0078 - Level III Pulmonary Treatment,4,507.5018508,126.8754627
NJ,Ridgewood,0096 - Level II Noninvasive Physiologic Studies,4,529.7015232,132.4253808
NJ,Ridgewood,0203 - Level IV Nerve Injections,2,2410.487853,1205.2439265
NJ,Ridgewood,0204 - Level I Nerve Injections,4,878.7995979,219.699899475
NJ,Ridgewood,0206 - Level II Nerve Injections,3,1037.8441596,345.9480532
NJ,Ridgewood,0207 - Level III Nerve Injections,2,1244.9587745,622.47938725
NJ,Ridgewood,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",3,2771.3759541,923.7919847
NJ,Ridgewood,0265 - Level I Diagnostic and Screening Ultrasound,4,327.66749325,81.9168733125
NJ,Ridgewood,0267 - Level III Diagnostic and Screening Ultrasound,4,761.6001271,190.400031775
NJ,Ridgewood,0269 - Level II Echocardiogram Without Contrast,4,1889.0183379,472.254584475
NJ,Ridgewood,0270 - Level III Echocardiogram Without Contrast,4,2694.7617449,673.690436225
NJ,Ridgewood,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,4,1630.4557772,407.6139443
NJ,Ridgewood,0368 - Level II Pulmonary Tests,4,320.2768815,80.069220375
NJ,Ridgewood,0369 - Level III Pulmonary Tests,1,277.5096774,277.5096774
NJ,Ridgewood,0377 - Level II Cardiac Imaging,4,3819.0592856,954.7648214
NJ,Ridgewood,0604 - Level 1 Hospital Clinic Visits,3,190.11943339,63.3731444633333
NJ,Ridgewood,0605 - Level 2 Hospital Clinic Visits,3,259.58876849,86.5295894966667
NJ,Ridgewood,0606 - Level 3 Hospital Clinic Visits,3,342.8629208,114.287640266667
NJ,Ridgewood,0607 - Level 4 Hospital Clinic Visits,3,454.3746435,151.4582145
NJ,Ridgewood,0608 - Level 5 Hospital Clinic Visits,2,397.4895117,198.74475585
NJ,Ridgewood,0633 - Level 3 Examinations & Related Services,1,375.6866071,375.6866071
NJ,Ridgewood,0634 - Hospital Clinic Visits,1,107.2677354,107.2677354
NJ,Ridgewood,0690 - Level I Electronic Analysis of Devices,4,164.39723642,41.099309105
NJ,Ridgewood,0698 - Level II Eye Tests & Treatments,3,256.08371212,85.3612373733333
NJ,Wilmington,0013 - Level II Debridement & Destruction,4,287.14489221,71.7862230525
NJ,Wilmington,0015 - Level III Debridement & Destruction,4,458.96428775,114.7410719375
NJ,Wilmington,0078 - Level III Pulmonary Treatment,3,275.79334309,91.9311143633333
NJ,Wilmington,0207 - Level III Nerve Injections,4,2161.5109868,540.3777467
NJ,Wilmington,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",3,2454.7680757,818.256025233333
NJ,Wilmington,0265 - Level I Diagnostic and Screening Ultrasound,4,292.30689177,73.0767229425
NJ,Wilmington,0267 - Level III Diagnostic and Screening Ultrasound,4,684.0606341,171.015158525
NJ,Wilmington,0269 - Level II Echocardiogram Without Contrast,4,1660.8587028,415.2146757
NJ,Wilmington,0270 - Level III Echocardiogram Without Contrast,1,623.7688889,623.7688889
NJ,Wilmington,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,3,1071.6811693,357.227056433333
NJ,Wilmington,0368 - Level II Pulmonary Tests,3,195.47367816,65.15789272
